champion,damage_objectives,damage_building,damage_turrets,kda,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
Rell,0.0,399.0,0.0,3.4444444444444446,0.0,102.0,28352,11884,Other,Few
Karma,1907.0,9058.0,1907.0,23.0,2.0,81.0,46054,9439,Other,Few
Nautilus,1115.0,2282.0,1115.0,2.25,1.0,70.0,24286,9843,Other,Few
Kassadin,0.0,0.0,0.0,1.0,0.0,10.0,46199,7865,Other,Many
Camille,2702.0,3204.0,2702.0,2.0,1.0,29.0,111246,10973,TopLane_Jungle,Many
Sylas,1656.0,4069.0,1656.0,1.4285714285714286,2.0,17.0,120825,10812,Other,Many
Yuumi,1368.0,1551.0,1368.0,10.666666666666666,0.0,48.0,12909,9059,TopLane_Jungle,Few
Lulu,881.0,964.0,881.0,6.333333333333332,1.0,54.0,14543,7426,Other,Few
Lucian,1338.0,4815.0,1338.0,2.0,0.0,22.0,101672,8058,Other,Many
Yone,2910.0,9719.0,2910.0,1.5,2.0,12.0,161076,11802,TopLane_Jungle,Many
Ezreal,969.0,5839.0,969.0,2.1666666666666665,0.0,32.0,152535,12610,Other,Many
Rengar,1117.0,36862.0,1117.0,2.090909090909091,0.0,67.0,265662,17513,TopLane_Jungle,Few
Renekton,2721.0,13562.0,2721.0,4.0,1.0,16.0,150656,12977,TopLane_Jungle,Many
Leona,1674.0,1674.0,1674.0,8.5,1.0,37.0,19098,6748,Other,Few
Sona,0.0,1268.0,0.0,2.833333333333333,0.0,54.0,33610,7833,Other,Few
Lulu,692.0,5748.0,692.0,2.4444444444444446,0.0,122.0,23243,9861,Other,Few
Poppy,0.0,14378.0,0.0,0.8571428571428571,0.0,22.0,103360,7114,TopLane_Jungle,Few
Rakan,454.0,940.0,454.0,2.0,0.0,124.0,11337,8576,Other,Few
Soraka,0.0,181.0,0.0,1.5555555555555556,0.0,47.0,8460,6772,Other,Few
Rakan,0.0,2748.0,0.0,1.0,0.0,52.0,18703,4963,Other,Few
Karma,2859.0,8951.0,2859.0,2.571428571428572,1.0,27.0,82992,9150,Other,Many
Zed,11747.0,12783.0,11747.0,2.875,3.0,23.0,202707,17981,Other,Many
Irelia,2587.0,9780.0,2587.0,1.6,2.0,8.0,82132,8806,TopLane_Jungle,Many
Poppy,0.0,0.0,0.0,1.0,0.0,10.0,72258,5778,TopLane_Jungle,Many
Camille,3338.0,3338.0,3338.0,0.75,1.0,20.0,83342,7884,TopLane_Jungle,Many
Lulu,346.0,513.0,346.0,10.5,0.0,42.0,16867,7776,Other,Few
Lux,203.0,3673.0,203.0,1.6153846153846154,0.0,68.0,53503,10084,Other,Few
Fiora,7162.0,8282.0,7162.0,0.3333333333333333,3.0,9.0,90381,8439,TopLane_Jungle,Many
Irelia,13822.0,15675.0,13822.0,4.0,4.0,17.0,177349,14825,TopLane_Jungle,Many
AurelionSol,2512.0,3227.0,2512.0,15.0,1.0,12.0,83499,8812,Other,Many
Rell,0.0,378.0,0.0,1.7777777777777777,0.0,68.0,20725,7803,Other,Few
Irelia,5574.0,5644.0,5574.0,0.625,2.0,8.0,119154,9394,Other,Many
Yone,7351.0,8313.0,7351.0,8.5,3.0,40.0,216979,16068,TopLane_Jungle,Many
Rakan,0.0,0.0,0.0,1.6,0.0,62.0,18255,5725,Other,Few
Jayce,2096.0,2096.0,2096.0,0.6666666666666666,0.0,12.0,99338,9276,TopLane_Jungle,Many
Yone,7136.0,16222.0,7136.0,1.6666666666666667,3.0,30.0,240534,14133,TopLane_Jungle,Many
Graves,880.0,35540.0,880.0,9.5,2.0,34.0,195887,14560,TopLane_Jungle,Few
Leona,693.0,1912.0,693.0,15.0,1.0,50.0,21253,7188,Other,Few
Viego,191.0,21863.0,191.0,1.2222222222222223,1.0,21.0,139852,10170,TopLane_Jungle,Few
Caitlyn,10211.0,37101.0,10211.0,3.5,3.0,27.0,300929,20314,Other,Many
Yone,2254.0,9684.0,2254.0,2.0,2.0,26.0,215277,15392,TopLane_Jungle,Many
Viktor,1393.0,5096.0,1393.0,1.2857142857142858,0.0,24.0,151905,11977,Other,Many
Jinx,5206.0,6472.0,5206.0,2.333333333333333,1.0,14.0,141776,11157,Other,Many
Syndra,2321.0,4088.0,2321.0,3.25,2.0,20.0,98893,10596,Other,Many
Rengar,553.0,29633.0,553.0,1.8571428571428568,1.0,20.0,201426,12664,TopLane_Jungle,Few
Aphelios,9108.0,41712.0,9108.0,3.1666666666666665,1.0,51.0,178868,15622,Other,Many
Syndra,983.0,983.0,983.0,1.1111111111111112,0.0,12.0,131053,11075,Other,Many
MissFortune,0.0,0.0,0.0,2.4444444444444446,0.0,26.0,154688,12283,Other,Many
Jinx,16309.0,29273.0,16309.0,6.6,6.0,30.0,234359,18083,Other,Many
DrMundo,2223.0,3981.0,2223.0,7.0,1.0,10.0,62255,6732,Other,Many
Yone,6486.0,20325.0,6486.0,2.333333333333333,2.0,27.0,196098,15399,TopLane_Jungle,Many
Akshan,4081.0,11822.0,4081.0,2.125,2.0,29.0,170639,14322,Other,Many
Akali,4721.0,7034.0,4721.0,2.833333333333333,2.0,29.0,134762,13202,Other,Many
Gragas,1402.0,21989.0,1402.0,11.0,0.0,39.0,134060,9921,TopLane_Jungle,Few
Irelia,1221.0,5766.0,1221.0,1.3333333333333333,1.0,24.0,158302,12777,Other,Many
Ryze,465.0,465.0,465.0,1.5714285714285714,1.0,14.0,89474,9899,Other,Many
Sona,2039.0,5214.0,2039.0,3.111111111111111,0.0,37.0,12390,7924,Other,Few
Jhin,2187.0,2187.0,2187.0,4.6,1.0,15.0,129709,12595,Other,Many
MonkeyKing,7782.0,10733.0,7782.0,3.8333333333333335,3.0,15.0,125377,15327,TopLane_Jungle,Many
Lucian,1414.0,3584.0,1414.0,0.5454545454545454,0.0,20.0,90333,8890,TopLane_Jungle,Many
Nautilus,733.0,3346.0,733.0,2.75,0.0,72.0,31971,9073,Other,Few
Jayce,6757.0,8011.0,6757.0,4.0,4.0,8.0,102994,9181,TopLane_Jungle,Many
Yasuo,1951.0,1951.0,1951.0,1.1666666666666667,1.0,18.0,72405,7874,Other,Many
Sona,238.0,238.0,238.0,2.142857142857143,0.0,71.0,13612,7424,Other,Few
Akshan,1545.0,1545.0,1545.0,1.4285714285714286,0.0,21.0,69883,7170,Other,Many
Poppy,157.0,769.0,157.0,1.3,0.0,25.0,99310,10943,TopLane_Jungle,Many
LeeSin,0.0,6701.0,0.0,2.0,0.0,30.0,112072,9432,TopLane_Jungle,Few
Caitlyn,5633.0,18556.0,5633.0,5.75,3.0,33.0,114688,12814,Other,Many
Viktor,1898.0,2001.0,1898.0,4.666666666666667,1.0,24.0,101904,9402,Other,Many
Camille,10702.0,25971.0,10702.0,4.0,3.0,26.0,196635,17353,TopLane_Jungle,Many
Yone,0.0,4016.0,0.0,0.5,0.0,29.0,87728,7557,TopLane_Jungle,Many
Evelynn,0.0,1565.0,0.0,2.7777777777777777,0.0,13.0,96224,14015,TopLane_Jungle,Few
Rakan,0.0,0.0,0.0,2.0,0.0,66.0,14278,5124,Other,Few
Xayah,5909.0,9714.0,5909.0,0.6923076923076923,2.0,18.0,240763,14100,Other,Many
Sylas,0.0,0.0,0.0,1.375,0.0,18.0,82275,9803,Other,Many
Singed,2785.0,3938.0,2785.0,12.0,1.0,15.0,111781,9667,TopLane_Jungle,Many
Draven,5571.0,16541.0,5571.0,10.5,1.0,21.0,143337,13778,Other,Many
Zilean,359.0,717.0,359.0,3.8333333333333335,0.0,57.0,20348,8492,Other,Few
Lulu,707.0,2386.0,707.0,1.1666666666666667,0.0,25.0,15595,5720,Other,Few
Corki,11176.0,25543.0,11176.0,8.0,4.0,33.0,244522,15697,Other,Many
Gragas,1208.0,12108.0,1208.0,3.2,1.0,16.0,163530,12259,TopLane_Jungle,Many
Blitzcrank,0.0,0.0,0.0,3.0,0.0,63.0,15918,7130,Other,Few
Kindred,6708.0,41719.0,6708.0,5.0,2.0,42.0,180594,14907,TopLane_Jungle,Few
Akali,0.0,0.0,0.0,1.25,0.0,11.0,74662,7212,Other,Many
Jhin,2578.0,11999.0,2578.0,8.0,2.0,22.0,169484,13444,Other,Many
Taliyah,109.0,6998.0,109.0,3.0,0.0,26.0,113737,8482,TopLane_Jungle,Few
Shen,621.0,839.0,621.0,8.5,0.0,19.0,38841,7213,TopLane_Jungle,Few
Yasuo,357.0,2785.0,357.0,0.4444444444444444,0.0,9.0,108539,8516,Other,Many
Gnar,4832.0,23198.0,4832.0,4.75,3.0,21.0,161203,13309,TopLane_Jungle,Many
Zed,570.0,1347.0,570.0,0.75,0.0,23.0,113726,9438,Other,Many
Karma,0.0,4486.0,0.0,1.125,0.0,11.0,96602,7594,Other,Many
Sona,3917.0,6328.0,3917.0,4.8,0.0,72.0,21681,8806,Other,Few
Gragas,2853.0,2853.0,2853.0,1.0,2.0,14.0,152934,11002,TopLane_Jungle,Many
Nidalee,569.0,12890.0,569.0,2.8571428571428568,0.0,39.0,161665,14469,TopLane_Jungle,Few
Lux,2060.0,5043.0,2060.0,2.6666666666666665,1.0,26.0,187425,13439,Other,Many
Jhin,5724.0,23915.0,5724.0,11.0,2.0,22.0,175437,13850,Other,Many
Viego,7390.0,20303.0,7390.0,7.5,2.0,45.0,161216,14129,Other,Many
Fiora,4887.0,20162.0,4887.0,1.2857142857142858,2.0,14.0,100813,8818,TopLane_Jungle,Many
Graves,2934.0,25392.0,2934.0,10.0,2.0,28.0,142601,9997,TopLane_Jungle,Few
Viego,0.0,13595.0,0.0,3.5,0.0,19.0,93391,8151,TopLane_Jungle,Few
Viego,0.0,21718.0,0.0,3.333333333333333,0.0,21.0,120637,9680,TopLane_Jungle,Few
Gwen,387.0,1334.0,387.0,1.0,1.0,27.0,93396,9112,TopLane_Jungle,Many
Qiyana,0.0,0.0,0.0,1.25,0.0,22.0,98046,10544,Other,Many
Vayne,1318.0,4819.0,1318.0,1.375,0.0,16.0,71411,10051,Other,Many
TwistedFate,1499.0,1499.0,1499.0,19.0,2.0,19.0,75669,9913,Other,Many
Fiora,1642.0,1642.0,1642.0,0.3333333333333333,0.0,15.0,63837,7384,TopLane_Jungle,Many
Caitlyn,3494.0,16602.0,3494.0,2.2857142857142856,1.0,39.0,153283,13183,Other,Many
Yuumi,1624.0,1624.0,1624.0,4.0,1.0,46.0,17526,9204,Other,Few
Thresh,436.0,3258.0,436.0,3.4,0.0,62.0,27499,8583,Other,Few
Thresh,899.0,899.0,899.0,3.333333333333333,2.0,37.0,13470,6125,Other,Few
Braum,0.0,388.0,0.0,2.2,0.0,81.0,17093,6195,Other,Few
Hecarim,0.0,13207.0,0.0,1.7142857142857142,0.0,14.0,155832,9989,TopLane_Jungle,Few
Akali,0.0,0.0,0.0,2.4,0.0,8.0,67703,9670,TopLane_Jungle,Many
Viktor,3161.0,11893.0,3161.0,1.8333333333333333,2.0,34.0,250139,17524,Other,Many
Jax,1047.0,1047.0,1047.0,0.2,0.0,4.0,47362,5492,TopLane_Jungle,Few
Akshan,8246.0,13298.0,8246.0,5.6,4.0,26.0,234592,20360,TopLane_Jungle,Many
Yone,763.0,910.0,763.0,0.375,0.0,8.0,56692,6049,Other,Many
Thresh,117.0,218.0,117.0,2.0,0.0,38.0,15112,4706,Other,Few
Ezreal,690.0,12046.0,690.0,1.4615384615384617,0.0,31.0,141515,14765,Other,Many
Volibear,1374.0,12010.0,1374.0,13.0,1.0,13.0,79819,9102,TopLane_Jungle,Few
Jinx,7585.0,11772.0,7585.0,4.0,2.0,22.0,126324,11581,Other,Many
Viego,901.0,9471.0,901.0,2.0,0.0,17.0,137508,11096,TopLane_Jungle,Few
Zed,1699.0,22734.0,1699.0,3.0,2.0,25.0,151940,11482,TopLane_Jungle,Few
Gragas,925.0,2779.0,925.0,0.8571428571428571,0.0,18.0,97084,9368,TopLane_Jungle,Many
Jhin,0.0,4331.0,0.0,1.6,0.0,19.0,123767,11050,Other,Many
Veigar,966.0,2079.0,966.0,1.0,0.0,17.0,83297,9258,Other,Many
Ezreal,1076.0,1264.0,1076.0,0.9090909090909092,0.0,10.0,81048,8590,Other,Many
Akshan,1039.0,10451.0,1039.0,6.0,1.0,9.0,101777,9575,TopLane_Jungle,Few
Akali,1248.0,1662.0,1248.0,3.75,0.0,22.0,74842,9636,Other,Many
Jinx,3359.0,6953.0,3359.0,0.7142857142857143,1.0,27.0,106951,9570,Other,Many
Sett,366.0,766.0,366.0,3.8,0.0,73.0,43123,8280,Other,Few
Jhin,4240.0,4240.0,4240.0,9.0,3.0,9.0,101271,9120,Other,Many
Yuumi,0.0,0.0,0.0,1.6666666666666667,0.0,16.0,10034,5448,Other,Few
Akshan,2189.0,5829.0,2189.0,2.142857142857143,1.0,34.0,261477,16413,Other,Many
Jinx,3168.0,14477.0,3168.0,2.8,1.0,29.0,192883,14412,Other,Many
Lulu,0.0,514.0,0.0,0.8333333333333334,0.0,39.0,7366,4751,Other,Few
Syndra,3667.0,4892.0,3667.0,3.333333333333333,0.0,22.0,123514,14752,Other,Many
Rumble,1253.0,1487.0,1253.0,1.0,1.0,6.0,75813,6421,Other,Many
Renekton,1522.0,5613.0,1522.0,0.7142857142857143,0.0,37.0,39443,7027,Other,Few
Zilean,1301.0,2849.0,1301.0,2.4285714285714284,0.0,69.0,27015,8624,Other,Few
Jhin,1431.0,9247.0,1431.0,2.4,0.0,39.0,150949,11234,Other,Many
Sylas,3391.0,3391.0,3391.0,7.5,1.0,20.0,136238,13320,Other,Many
Zilean,55.0,654.0,55.0,2.7142857142857144,0.0,117.0,51400,11236,Other,Few
MissFortune,3097.0,3097.0,3097.0,0.4,1.0,26.0,125031,9941,Other,Many
Senna,6894.0,13553.0,6894.0,4.8,1.0,45.0,48968,10131,TopLane_Jungle,Few
Fiddlesticks,1794.0,28359.0,1794.0,4.666666666666667,2.0,44.0,139159,10533,TopLane_Jungle,Few
Xayah,0.0,972.0,0.0,1.3333333333333333,0.0,9.0,68021,10346,Other,Many
Sylas,1294.0,1294.0,1294.0,9.0,0.0,20.0,81336,10673,Other,Many
Rumble,1845.0,2722.0,1845.0,5.666666666666668,1.0,12.0,84958,9503,Other,Many
Nunu,0.0,8313.0,0.0,1.8333333333333333,0.0,21.0,94042,7511,TopLane_Jungle,Few
Xerath,2266.0,4026.0,2266.0,4.6,1.0,32.0,229520,15933,Other,Many
Jhin,598.0,5107.0,598.0,1.875,0.0,22.0,145619,12258,Other,Many
Seraphine,697.0,697.0,697.0,1.25,0.0,14.0,79883,6322,Other,Many
Vi,5169.0,8013.0,5169.0,5.75,2.0,27.0,141191,14049,Other,Many
Swain,7805.0,13516.0,7805.0,4.2,3.0,26.0,138287,12766,Other,Many
Karthus,637.0,22593.0,637.0,3.333333333333333,1.0,41.0,323860,16465,TopLane_Jungle,Many
Xayah,1187.0,1187.0,1187.0,2.5,0.0,13.0,44084,5944,Other,Few
Samira,6649.0,11910.0,6649.0,14.0,2.0,27.0,139075,12360,Other,Many
Jhin,5547.0,5547.0,5547.0,4.0,1.0,22.0,97834,9997,Other,Many
Tryndamere,3101.0,5346.0,3101.0,1.5,1.0,8.0,92795,7828,TopLane_Jungle,Many
Fiora,3893.0,3893.0,3893.0,2.6666666666666665,1.0,22.0,64288,8794,TopLane_Jungle,Many
Karma,47.0,385.0,47.0,1.5714285714285714,0.0,64.0,26689,7226,Other,Few
Akali,1325.0,1325.0,1325.0,2.5,0.0,11.0,70567,8405,TopLane_Jungle,Many
Graves,1906.0,44632.0,1906.0,2.0,2.0,36.0,311059,16328,TopLane_Jungle,Many
Ekko,722.0,26826.0,722.0,5.25,1.0,23.0,247989,16396,TopLane_Jungle,Many
Thresh,419.0,419.0,419.0,9.0,0.0,34.0,12636,5447,Other,Few
Camille,2128.0,2128.0,2128.0,1.5,1.0,10.0,103448,12232,Other,Many
Akali,1607.0,1607.0,1607.0,1.0,0.0,13.0,83619,8569,TopLane_Jungle,Many
Lux,984.0,984.0,984.0,1.0,0.0,46.0,35279,7061,TopLane_Jungle,Few
Alistar,747.0,1918.0,747.0,3.0,1.0,59.0,20400,9289,Other,Few
Nautilus,0.0,2106.0,0.0,12.0,0.0,64.0,20761,6563,Other,Few
Ekko,513.0,678.0,513.0,0.6,0.0,15.0,84275,7098,Other,Many
Sona,2012.0,4695.0,2012.0,5.5,0.0,50.0,39349,8426,Other,Few
Lucian,278.0,474.0,278.0,0.6666666666666666,0.0,20.0,72483,6503,Other,Many
Seraphine,847.0,847.0,847.0,1.2,0.0,49.0,26416,7127,Other,Few
Yone,6912.0,13998.0,6912.0,1.5,2.0,18.0,229960,13856,Other,Many
MasterYi,698.0,36343.0,698.0,3.4,1.0,32.0,178776,12051,TopLane_Jungle,Few
Viego,9398.0,18461.0,9398.0,1.8333333333333333,3.0,57.0,258378,17360,TopLane_Jungle,Many
Vayne,0.0,5779.0,0.0,1.6666666666666667,0.0,48.0,204698,14533,Other,Many
Ekko,0.0,0.0,0.0,1.0,0.0,7.0,39480,5079,Other,Few
Brand,1131.0,16552.0,1131.0,2.7142857142857144,1.0,73.0,47484,10557,Other,Few
Vi,0.0,6007.0,0.0,1.4285714285714286,0.0,24.0,132054,10019,TopLane_Jungle,Few
Vi,0.0,13977.0,0.0,1.3333333333333333,0.0,24.0,94883,7420,TopLane_Jungle,Few
Yasuo,0.0,0.0,0.0,0.7,0.0,10.0,77414,6898,Other,Many
Vex,1818.0,2082.0,1818.0,0.625,0.0,13.0,84999,7618,Other,Many
Aphelios,3643.0,10993.0,3643.0,2.7142857142857144,2.0,23.0,198564,14474,Other,Many
Hecarim,0.0,32419.0,0.0,24.0,0.0,23.0,195168,14220,TopLane_Jungle,Few
Jhin,189.0,189.0,189.0,0.3333333333333333,0.0,13.0,82581,6881,Other,Many
Nami,656.0,762.0,656.0,2.2857142857142856,0.0,69.0,20503,7884,Other,Few
Jinx,3794.0,9283.0,3794.0,2.0,1.0,22.0,233353,14592,Other,Many
Jhin,980.0,1990.0,980.0,8.0,1.0,24.0,70830,7792,Other,Many
Jhin,2794.0,15343.0,2794.0,1.9,2.0,13.0,196009,14281,Other,Many
Olaf,2789.0,40231.0,2789.0,24.0,4.0,36.0,187404,12253,TopLane_Jungle,Few
Ezreal,2820.0,15259.0,2820.0,5.0,1.0,6.0,105937,10156,Other,Many
Darius,5843.0,6983.0,5843.0,1.3333333333333333,3.0,29.0,111877,10285,TopLane_Jungle,Many
Yuumi,501.0,1689.0,501.0,2.5,0.0,49.0,14716,6709,Other,Few
Rakan,0.0,0.0,0.0,1.818181818181818,0.0,132.0,26367,9097,Other,Few
Hecarim,749.0,24754.0,749.0,1.8571428571428568,2.0,30.0,203719,12239,TopLane_Jungle,Few
Vex,2374.0,3438.0,2374.0,7.0,1.0,14.0,61603,6940,Other,Many
Viego,590.0,27499.0,590.0,1.0909090909090908,2.0,23.0,140481,10338,TopLane_Jungle,Few
Sett,4734.0,4734.0,4734.0,7.5,2.0,22.0,156680,15147,TopLane_Jungle,Many
Senna,2933.0,8258.0,2933.0,5.0,1.0,52.0,44213,9126,Other,Few
Fizz,7467.0,8796.0,7467.0,3.0,3.0,29.0,183335,16430,Other,Many
Poppy,1650.0,1650.0,1650.0,1.0,0.0,18.0,99439,7744,TopLane_Jungle,Many
Fiora,4786.0,8388.0,4786.0,11.0,1.0,20.0,91851,10224,TopLane_Jungle,Many
Seraphine,3244.0,6133.0,3244.0,5.4,1.0,61.0,76696,10950,Other,Few
TwistedFate,2504.0,6667.0,2504.0,2.833333333333333,0.0,22.0,127986,11861,Other,Many
Veigar,0.0,0.0,0.0,0.3333333333333333,0.0,8.0,39542,4910,Other,Few
MasterYi,723.0,9837.0,723.0,2.5,0.0,19.0,109504,8306,TopLane_Jungle,Few
Zed,0.0,4286.0,0.0,2.0,0.0,20.0,162169,10730,TopLane_Jungle,Few
JarvanIV,0.0,7051.0,0.0,1.5,0.0,12.0,61146,7787,TopLane_Jungle,Few
Yone,3165.0,5464.0,3165.0,5.0,1.0,21.0,153723,13139,Other,Many
Sona,1632.0,1888.0,1632.0,1.25,0.0,39.0,15827,5872,Other,Few
Yone,276.0,276.0,276.0,1.5,0.0,10.0,49366,5469,Other,Many
Ekko,1266.0,12417.0,1266.0,1.2857142857142858,1.0,35.0,193640,11847,TopLane_Jungle,Few
Kennen,2731.0,4724.0,2731.0,1.25,1.0,30.0,99018,10032,TopLane_Jungle,Many
Leona,554.0,933.0,554.0,0.8333333333333334,0.0,43.0,15846,5239,Other,Few
Sejuani,2960.0,2960.0,2960.0,5.5,1.0,17.0,75931,7952,TopLane_Jungle,Many
Shen,0.0,0.0,0.0,1.75,0.0,18.0,80744,7331,TopLane_Jungle,Many
Camille,8372.0,20222.0,8372.0,1.6666666666666667,5.0,28.0,195996,15997,TopLane_Jungle,Many
Karma,517.0,563.0,517.0,2.833333333333333,0.0,76.0,50894,9720,Other,Few
Pyke,0.0,545.0,0.0,1.0,0.0,21.0,3926,4261,Other,Few
Sona,405.0,613.0,405.0,0.3076923076923077,0.0,26.0,8060,5693,Other,Few
Sett,563.0,563.0,563.0,0.2,0.0,12.0,49935,5421,Other,Many
Ivern,928.0,29952.0,928.0,9.0,1.0,31.0,359482,9731,TopLane_Jungle,Few
Lux,3122.0,3122.0,3122.0,5.25,2.0,16.0,82199,8739,Other,Many
Jhin,553.0,1657.0,553.0,1.875,0.0,20.0,110530,9567,Other,Many
Camille,3032.0,3612.0,3032.0,2.0,1.0,21.0,95663,9973,TopLane_Jungle,Many
Kaisa,7606.0,23632.0,7606.0,4.0,2.0,17.0,245002,18028,Other,Many
Ryze,76.0,76.0,76.0,0.0,0.0,19.0,77155,6505,Other,Many
Teemo,2440.0,2638.0,2440.0,0.7142857142857143,1.0,26.0,128882,10389,TopLane_Jungle,Many
LeeSin,2050.0,28624.0,2050.0,3.0,2.0,40.0,168217,13649,TopLane_Jungle,Few
Lux,0.0,317.0,0.0,1.2,0.0,52.0,31272,6985,Other,Few
Karma,0.0,574.0,0.0,1.7,0.0,83.0,21312,6829,Other,Few
Graves,2764.0,18092.0,2764.0,1.5,1.0,24.0,168648,11715,TopLane_Jungle,Few
Seraphine,1639.0,3102.0,1639.0,6.0,1.0,52.0,40359,10103,Other,Few
Rengar,1722.0,37419.0,1722.0,23.0,1.0,29.0,207416,14625,TopLane_Jungle,Few
Nautilus,331.0,331.0,331.0,4.333333333333333,0.0,53.0,20962,6598,Other,Few
Jayce,873.0,6175.0,873.0,0.375,0.0,20.0,101871,8175,TopLane_Jungle,Many
Talon,1485.0,15906.0,1485.0,2.0,0.0,35.0,197927,12566,TopLane_Jungle,Few
Galio,231.0,2637.0,231.0,2.5,1.0,50.0,38534,7357,Other,Few
TwistedFate,0.0,2407.0,0.0,2.0,0.0,17.0,145840,12192,Other,Many
Thresh,2339.0,4909.0,2339.0,8.0,1.0,56.0,23057,7606,Other,Few
Karma,641.0,2498.0,641.0,1.7,1.0,116.0,41717,9738,Other,Few
Evelynn,219.0,12172.0,219.0,3.25,1.0,36.0,114860,9971,TopLane_Jungle,Few
Gwen,10734.0,14411.0,10734.0,2.142857142857143,3.0,16.0,141423,12886,TopLane_Jungle,Many
Senna,3264.0,7748.0,3264.0,5.2,1.0,47.0,59509,12441,Other,Few
Lissandra,2641.0,8243.0,2641.0,4.5,1.0,28.0,209956,15078,Other,Many
Ahri,334.0,5968.0,334.0,4.666666666666667,0.0,24.0,107459,12051,Other,Many
Vladimir,242.0,5810.0,242.0,1.1,0.0,25.0,122825,11097,Other,Many
Senna,5695.0,11655.0,5695.0,12.0,2.0,14.0,117292,13662,Other,Many
Kayn,0.0,10673.0,0.0,0.4285714285714285,0.0,10.0,142974,7564,TopLane_Jungle,Few
Urgot,5295.0,14048.0,5295.0,2.333333333333333,2.0,22.0,85788,9050,TopLane_Jungle,Many
Jhin,4217.0,12910.0,4217.0,2.333333333333333,0.0,19.0,208004,14250,Other,Many
Pyke,0.0,2057.0,0.0,0.8,0.0,76.0,11674,6284,Other,Few
LeeSin,0.0,4179.0,0.0,1.0,0.0,25.0,107084,8060,TopLane_Jungle,Few
Zilean,2571.0,3180.0,2571.0,5.5,2.0,37.0,19789,6387,Other,Few
Jax,6788.0,6844.0,6788.0,8.0,2.0,13.0,116270,12430,TopLane_Jungle,Many
Riven,10975.0,10975.0,10975.0,3.2,4.0,29.0,176764,16340,TopLane_Jungle,Many
KogMaw,0.0,0.0,0.0,0.8888888888888888,0.0,22.0,119616,10952,Other,Many
Aphelios,2676.0,3290.0,2676.0,1.0,1.0,11.0,84977,7467,Other,Many
MissFortune,7344.0,15156.0,7344.0,1.8,2.0,19.0,117574,10953,Other,Many
Jhin,1528.0,7444.0,1528.0,2.4285714285714284,0.0,19.0,106268,11148,Other,Many
Jhin,7988.0,17503.0,7988.0,5.833333333333332,3.0,24.0,216070,17417,Other,Many
Poppy,395.0,395.0,395.0,2.5,0.0,18.0,148744,12139,TopLane_Jungle,Many
Akshan,12168.0,25666.0,12168.0,4.75,3.0,27.0,323113,20461,Other,Many
Viktor,774.0,774.0,774.0,0.7777777777777778,0.0,10.0,55562,7416,Other,Many
Nautilus,655.0,1856.0,655.0,4.0,0.0,55.0,26971,9288,Other,Few
Riven,445.0,2572.0,445.0,1.4545454545454546,0.0,19.0,156674,13430,TopLane_Jungle,Many
Irelia,459.0,589.0,459.0,0.25,0.0,16.0,132170,9007,TopLane_Jungle,Many
Ahri,427.0,893.0,427.0,3.0,0.0,27.0,145187,11971,Other,Many
Sett,3712.0,7507.0,3712.0,1.5714285714285714,1.0,15.0,109006,10877,TopLane_Jungle,Many
Ezreal,7657.0,36591.0,7657.0,10.5,3.0,28.0,266049,18369,Other,Many
Karma,1271.0,1426.0,1271.0,4.0,2.0,33.0,21697,5953,Other,Few
Lucian,5487.0,20135.0,5487.0,3.5,1.0,28.0,231230,15300,Other,Many
Gangplank,0.0,79.0,0.0,1.0,0.0,8.0,96997,8440,TopLane_Jungle,Many
Akshan,1868.0,11004.0,1868.0,2.25,0.0,19.0,114292,13708,Other,Many
JarvanIV,621.0,18589.0,621.0,5.666666666666668,0.0,27.0,104506,8984,TopLane_Jungle,Few
Fiddlesticks,0.0,25463.0,0.0,2.25,1.0,56.0,168500,11520,TopLane_Jungle,Few
Tryndamere,6390.0,11867.0,6390.0,3.0,1.0,27.0,301904,17476,TopLane_Jungle,Many
Evelynn,834.0,15277.0,834.0,9.0,0.0,14.0,79701,7709,TopLane_Jungle,Few
Cassiopeia,530.0,1204.0,530.0,1.0,0.0,22.0,87341,8274,Other,Many
Xayah,3408.0,16375.0,3408.0,2.5,1.0,25.0,201633,14781,Other,Many
Poppy,4057.0,9115.0,4057.0,2.375,3.0,12.0,106814,13559,TopLane_Jungle,Many
Rakan,821.0,1742.0,821.0,6.0,0.0,100.0,22859,8895,Other,Few
Zed,194.0,38842.0,194.0,16.0,2.0,33.0,177259,13323,TopLane_Jungle,Few
Draven,8274.0,12188.0,8274.0,2.25,2.0,30.0,213151,16385,Other,Many
Riven,0.0,0.0,0.0,1.0,0.0,8.0,66257,7670,TopLane_Jungle,Many
Qiyana,0.0,845.0,0.0,1.2,0.0,9.0,53422,6980,Other,Few
Caitlyn,11240.0,17597.0,11240.0,4.0,4.0,25.0,196409,13975,Other,Many
Graves,3625.0,46812.0,3625.0,6.5,2.0,49.0,267540,14474,TopLane_Jungle,Few
MissFortune,5498.0,6414.0,5498.0,2.571428571428572,1.0,10.0,71482,9466,Other,Many
Rakan,0.0,1778.0,0.0,2.25,0.0,69.0,22075,8159,Other,Few
Jax,7111.0,10609.0,7111.0,7.0,3.0,19.0,96998,9177,TopLane_Jungle,Many
Leona,0.0,2575.0,0.0,10.0,0.0,22.0,20347,4864,Other,Few
Rumble,4271.0,8151.0,4271.0,3.4,2.0,22.0,127008,11382,Other,Many
